Isolate	Chromosome	Region	Start	End	Most similar known cluster	Similarity	Type	Type_broad
Ao92_06_2	Ao92_06_2_cont_07	8.4	1599072	1638459	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000010.1	1.1	794530	905880	ACE1	70	NRPS,T1PKS	NRP_PKS
AV_1_1	MQNW02000010.1	1.2	2679063	2710539	no_known_similarity	NA	terpene	Terpene
AV_1_1	MQNW02000011.1	2.1	62	71875	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
AV_1_1	MQNW02000011.1	2.2	196885	260051	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000011.1	2.3	1236309	1299985	no_known_similarity	NA	NRPS-like	NRP
AV_1_1	MQNW02000011.1	2.4	1932159	1998901	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000011.1	2.5	3887845	3978720	no_known_similarity	NA	fungal-RiPP-like	Other
AV_1_1	MQNW02000001.1	5.1	187353	248247	no_known_similarity	NA	NRPS-like	NRP
AV_1_1	MQNW02000001.1	5.2	428154	499833	no_known_similarity	NA	NRPS	NRP
AV_1_1	MQNW02000001.1	5.3	564655	628420	tenuazonic acid	75	NRPS	NRP_PKS
AV_1_1	MQNW02000001.1	5.4	761236	831269	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
AV_1_1	MQNW02000001.1	5.5	4803793	4868419	epipyriculol	58	T1PKS	Polyketide
AV_1_1	MQNW02000001.1	5.6	5401491	5492476	no_known_similarity	NA	fungal-RiPP-like	Other
AV_1_1	MQNW02000002.1	6.1	2346	52276	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000002.1	6.2	112335	204159	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	37	indole,T1PKS	NRP
AV_1_1	MQNW02000002.1	6.3	398433	517444	ACE1	17	NRPS,T1PKS	NRP_PKS
AV_1_1	MQNW02000002.1	6.4	533618	608377	ACE1	70	NRPS,T1PKS	NRP_PKS
AV_1_1	MQNW02000002.1	6.5	1281681	1348451	scytalone/T3HN	60	T1PKS	Polyketide
AV_1_1	MQNW02000002.1	6.6	5737116	5803411	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
AV_1_1	MQNW02000002.1	6.7	6230024	6321017	no_known_similarity	NA	fungal-RiPP-like	Other
AV_1_1	MQNW02000002.1	6.8	6925719	6986651	no_known_similarity	NA	T3PKS	Polyketide
AV_1_1	MQNW02000006.1	10.1	132926	161878	no_known_similarity	NA	terpene	Terpene
AV_1_1	MQNW02000006.1	10.2	1413184	1488173	no_known_similarity	NA	NRPS	NRP
AV_1_1	MQNW02000006.1	10.3	3823635	3930781	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
AV_1_1	MQNW02000006.1	10.4	4492058	4524765	clavaric acid	100	terpene	Terpene
AV_1_1	MQNW02000007.1	11.1	1135187	1234939	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000007.1	11.2	2167982	2230329	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000007.1	11.3	2860647	2942703	no_known_similarity	NA	fungal-RiPP-like	Other
AV_1_1	MQNW02000007.1	11.4	3080497	3156812	no_known_similarity	NA	NRPS	NRP
AV_1_1	MQNW02000007.1	11.5	3347125	3412740	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000007.1	11.6	3547443	3611871	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
AV_1_1	MQNW02000007.1	11.7	3647865	3718963	no_known_similarity	NA	NRPS	NRP
AV_1_1	MQNW02000007.1	11.8	5002700	5034151	no_known_similarity	NA	terpene	Terpene
AV_1_1	MQNW02000007.1	11.9	5044500	5151564	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
AV_1_1	MQNW02000007.1	11.10	5292077	5359670	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000007.1	11.11	5590953	5682030	no_known_similarity	NA	fungal-RiPP-like	Other
AV_1_1	MQNW02000008.1	12.1	643167	751716	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
AV_1_1	MQNW02000008.1	12.2	767255	835714	no_known_similarity	NA	NRPS	NRP
AV_1_1	MQNW02000008.1	12.3	1141597	1205439	choline	100	NRPS-like	NRP
AV_1_1	MQNW02000008.1	12.4	2133157	2164643	no_known_similarity	NA	indole	Indole
AV_1_1	MQNW02000008.1	12.5	3155207	3217219	no_known_similarity	NA	T3PKS	Polyketide
AV_1_1	MQNW02000008.1	12.6	3504628	3567780	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
AV_1_1	MQNW02000008.1	12.7	3648298	3714023	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000009.1	13.1	171196	202841	no_known_similarity	NA	indole	Indole
AV_1_1	MQNW02000009.1	13.2	1755301	1786539	no_known_similarity	NA	terpene	Terpene
AV_1_1	MQNW02000009.1	13.3	2921261	2982361	cercosporin	43	T1PKS	Polyketide
AV_1_1	MQNW02000009.1	13.4	3044481	3105268	no_known_similarity	NA	NRPS-like	NRP
AV_1_1	MQNW02000009.1	13.5	3439232	3530226	no_known_similarity	NA	fungal-RiPP-like	Other
AV_1_1	MQNW02000009.1	13.6	3551832	3641174	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000009.1	13.7	3766602	3834041	no_known_similarity	NA	T1PKS	Polyketide
AV_1_1	MQNW02000009.1	13.8	4450562	4522765	no_known_similarity	NA	NRPS	NRP
BF0001	BF0001_chr1_con3	3.1	1003738	1080055	no_known_similarity	NA	NRPS	NRP
BF0001	BF0001_chr1_con4	4.1	1035693	1142857	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
BF0001	BF0001_chr1_con4	4.2	1704196	1736903	clavaric acid	100	terpene	Terpene
BF0001	BF0001_chr1_con6	6.1	1613424	1713178	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr1_con6	6.2	2631301	2683300	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr1_con6	6.3	3328092	3412114	no_known_similarity	NA	fungal-RiPP-like	Other
BF0001	BF0001_chr1_con6	6.4	3563277	3637904	no_known_similarity	NA	NRPS	NRP
BF0001	BF0001_chr1_con6	6.5	3824594	3890211	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr1_con6	6.6	4028843	4093269	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BF0001	BF0001_chr1_con6	6.7	4129266	4200382	no_known_similarity	NA	NRPS	NRP
BF0001	BF0001_chr1_con6	6.8	5478292	5509743	no_known_similarity	NA	terpene	Terpene
BF0001	BF0001_chr1_con6	6.9	5521875	5627058	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BF0001	BF0001_chr1_con6	6.10	5737400	5804993	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr1_con6	6.11	6041311	6132388	no_known_similarity	NA	fungal-RiPP-like	Other
BF0001	BF0001_chr2_con1	8.1	1156902	1217673	no_known_similarity	NA	T3PKS	Polyketide
BF0001	BF0001_chr2_con1	8.2	1787613	1913714	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
BF0001	BF0001_chr2_con1	8.3	2341713	2403934	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
BF0001	BF0001_chr2_con1	8.4	6808003	6871202	scytalone/T3HN	60	T1PKS	Polyketide
BF0001	BF0001_chr2_con1	8.5	7551293	7614589	ACE1	52	NRPS,T1PKS	NRP_PKS
BF0001	BF0001_chr2_con1	8.6	7636348	7762785	ACE1	17	NRPS,T1PKS	NRP_PKS
BF0001	BF0001_chr2_con1	8.7	7959267	8056256	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
BF0001	BF0001_chr2_con1	8.8	8109433	8204962	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr3_con1	11.1	905761	996966	no_known_similarity	NA	fungal-RiPP-like	Other
BF0001	BF0001_chr3_con1	11.2	1555458	1623243	epipyriculol	58	T1PKS	Polyketide
BF0001	BF0001_chr3_con1	11.3	5552027	5618130	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
BF0001	BF0001_chr3_con1	11.4	5752620	5817906	tenuazonic acid	75	NRPS	NRP_PKS
BF0001	BF0001_chr3_con2	12.1	854713	929295	no_known_similarity	NA	NRPS	NRP
BF0001	BF0001_chr3_con2	12.2	1114442	1180260	no_known_similarity	NA	NRPS-like	NRP
BF0001	BF0001_chr4_con1	13.1	85332	111785	no_known_similarity	NA	terpene	Terpene
BF0001	BF0001_chr4_con1	13.2	1897019	2005587	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
BF0001	BF0001_chr4_con1	13.3	2017688	2086147	no_known_similarity	NA	NRPS	NRP
BF0001	BF0001_chr4_con1	13.4	2389620	2453462	choline	100	NRPS-like	NRP
BF0001	BF0001_chr4_con1	13.5	3375214	3406701	no_known_similarity	NA	indole	Indole
BF0001	BF0001_chr4_con1	13.6	4397396	4459408	no_known_similarity	NA	T3PKS	Polyketide
BF0001	BF0001_chr4_con1	13.7	4759370	4824537	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
BF0001	BF0001_chr4_con1	13.8	4885367	4951092	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr5_con1	14.1	170043	201688	no_known_similarity	NA	indole	Indole
BF0001	BF0001_chr5_con1	14.2	1726515	1757753	no_known_similarity	NA	terpene	Terpene
BF0001	BF0001_chr5_con1	14.3	2892253	2953715	cercosporin	43	T1PKS	Polyketide
BF0001	BF0001_chr5_con1	14.4	3015261	3078581	no_known_similarity	NA	NRPS-like	NRP
BF0001	BF0001_chr5_con1	14.5	3410722	3501716	no_known_similarity	NA	fungal-RiPP-like	Other
BF0001	BF0001_chr5_con1	14.6	3680685	3748124	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr7_con1	16.1	356962	450074	no_known_similarity	NA	fungal-RiPP-like	Other
BF0001	BF0001_chr7_con1	16.2	1086682	1150358	no_known_similarity	NA	NRPS-like	NRP
BF0001	BF0001_chr7_con2	17.1	212337	272326	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr7_con2	17.2	2848234	2888734	no_known_similarity	NA	T1PKS	Polyketide
BF0001	BF0001_chr7_con2	17.3	3056456	3128269	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BN0013	BN0013_chr1_con2	2.1	69582	102758	no_known_similarity	NA	terpene	Terpene
BN0013	BN0013_chr1_con3	3.1	998107	1074424	no_known_similarity	NA	NRPS	NRP
BN0013	BN0013_chr2_con2	8.1	1417458	1478229	no_known_similarity	NA	T3PKS	Polyketide
BN0013	BN0013_chr2_con2	8.2	2048151	2174245	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
BN0013	BN0013_chr2_con2	8.3	2602192	2664410	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
BN0013	BN0013_chr2_con2	8.4	7059049	7122225	scytalone/T3HN	60	T1PKS	Polyketide
BN0013	BN0013_chr2_con2	8.5	7802755	7871201	ACE1	52	NRPS,T1PKS	NRP_PKS
BN0013	BN0013_chr2_con2	8.6	7884013	8010434	ACE1	17	NRPS,T1PKS	NRP_PKS
BN0013	BN0013_chr2_con2	8.7	8224485	8327178	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	37	indole,T1PKS	NRP
BN0013	BN0013_chr2_con2	8.8	8380343	8433972	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr3_con1	9.1	893364	984569	no_known_similarity	NA	fungal-RiPP-like	Other
BN0013	BN0013_chr3_con1	9.2	1529294	1597079	epipyriculol	58	T1PKS	Polyketide
BN0013	BN0013_chr3_con1	9.3	5522905	5588982	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
BN0013	BN0013_chr3_con1	9.4	5729324	5794116	tenuazonic acid	75	NRPS	NRP_PKS
BN0013	BN0013_chr3_con1	9.5	5935416	6009998	no_known_similarity	NA	NRPS	NRP
BN0013	BN0013_chr3_con1	9.6	6188261	6254079	no_known_similarity	NA	NRPS-like	NRP
BN0013	BN0013_chr4_con1	10.1	84210	115930	no_known_similarity	NA	terpene	Terpene
BN0013	BN0013_chr4_con2	11.1	634159	742785	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
BN0013	BN0013_chr4_con3	12.1	1	67199	no_known_similarity	NA	NRPS	NRP
BN0013	BN0013_chr4_con3	12.2	370511	434353	choline	100	NRPS-like	NRP
BN0013	BN0013_chr4_con3	12.3	1362151	1393638	no_known_similarity	NA	indole	Indole
BN0013	BN0013_chr4_con3	12.4	2384216	2446228	no_known_similarity	NA	T3PKS	Polyketide
BN0013	BN0013_chr4_con3	12.5	2742930	2807500	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
BN0013	BN0013_chr4_con3	12.6	2872165	2937890	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr5_con2	14.1	170584	202229	no_known_similarity	NA	indole	Indole
BN0013	BN0013_chr5_con2	14.2	1727563	1758801	no_known_similarity	NA	terpene	Terpene
BN0013	BN0013_chr5_con2	14.3	2893346	2954806	cercosporin	43	T1PKS	Polyketide
BN0013	BN0013_chr5_con2	14.4	3016938	3077729	no_known_similarity	NA	NRPS-like	NRP
BN0013	BN0013_chr5_con2	14.5	3411740	3502734	no_known_similarity	NA	fungal-RiPP-like	Other
BN0013	BN0013_chr5_con2	14.6	3693951	3761390	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr5_con2	14.7	4381208	4453411	no_known_similarity	NA	NRPS	NRP
BN0013	BN0013_chr6_con1	15.1	400842	487618	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr6_con1	15.2	1384617	1436616	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr6_con1	15.3	2061233	2147124	no_known_similarity	NA	fungal-RiPP-like	Other
BN0013	BN0013_chr6_con1	15.4	2316706	2391164	no_known_similarity	NA	NRPS	NRP
BN0013	BN0013_chr6_con1	15.5	2596651	2662273	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr6_con1	15.6	2795031	2859464	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BN0013	BN0013_chr6_con1	15.7	2895475	2966577	no_known_similarity	NA	NRPS	NRP
BN0013	BN0013_chr6_con1	15.8	4244271	4275722	no_known_similarity	NA	terpene	Terpene
BN0013	BN0013_chr6_con1	15.9	4287637	4365117	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BN0013	BN0013_chr6_con1	15.10	4492489	4560082	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr6_con1	15.11	4790901	4881978	no_known_similarity	NA	fungal-RiPP-like	Other
BN0013	BN0013_chr7_con1	17.1	362221	443896	no_known_similarity	NA	fungal-RiPP-like	Other
BN0013	BN0013_chr7_con1	17.2	2343212	2403948	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr7_con1	17.3	2667516	2723179	no_known_similarity	NA	NRPS-like	NRP
BN0013	BN0013_chr7_con1	17.4	4069157	4109655	no_known_similarity	NA	T1PKS	Polyketide
BN0013	BN0013_chr7_con1	17.5	4271295	4343108	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BN0013	BN0013_chr7_con1	17.6	5447279	5471171	clavaric acid	100	terpene	Terpene
BN0013	BN0013_chr7_con1	17.7	6035570	6144951	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
BN0152	BN0152_chr1_con2	2.1	103574	136735	no_known_similarity	NA	terpene	Terpene
BN0152	BN0152_chr1_con2	2.2	1585372	1664291	no_known_similarity	NA	NRPS,NRPS-like	NRP
BN0152	BN0152_chr1_con2	2.3	4879319	4946061	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr1_con2	2.4	5205500	5269606	no_known_similarity	NA	NRPS-like	NRP
BN0152	BN0152_chr1_con3	3.1	402364	488398	no_known_similarity	NA	fungal-RiPP-like	Other
BN0152	BN0152_chr1_con3	3.2	1561059	1668209	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
BN0152	BN0152_chr1_con3	3.3	2236958	2269665	clavaric acid	100	terpene	Terpene
BN0152	BN0152_chr1_con3	3.4	3083499	3147149	no_known_similarity	NA	NRPS-like	NRP
BN0152	BN0152_chr2_con1	4.1	1226202	1286973	no_known_similarity	NA	T3PKS	Polyketide
BN0152	BN0152_chr2_con1	4.2	1857164	1983306	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
BN0152	BN0152_chr2_con1	4.3	2410217	2476512	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
BN0152	BN0152_chr2_con1	4.4	6852754	6915811	scytalone/T3HN	60	T1PKS	Polyketide
BN0152	BN0152_chr2_con1	4.5	7953327	8011343	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr2_con4	7.1	680279	856214	ACE1	88	NRPS,T1PKS	NRP_PKS
BN0152	BN0152_chr2_con4	7.2	1073085	1150636	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
BN0152	BN0152_chr2_con4	7.3	1214121	1282486	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr3_con1	8.1	88158	155781	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr3_con1	8.2	479872	511605	no_known_similarity	NA	terpene	Terpene
BN0152	BN0152_chr3_con2	9.1	882151	973356	no_known_similarity	NA	fungal-RiPP-like	Other
BN0152	BN0152_chr3_con2	9.2	1492310	1560095	epipyriculol	58	T1PKS	Polyketide
BN0152	BN0152_chr3_con2	9.3	5899937	5962672	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
BN0152	BN0152_chr3_con2	9.4	6100570	6162060	tenuazonic acid	75	NRPS	NRP_PKS
BN0152	BN0152_chr3_con2	9.5	6354753	6429335	no_known_similarity	NA	NRPS	NRP
BN0152	BN0152_chr3_con2	9.6	6594398	6657723	no_known_similarity	NA	NRPS-like	NRP
BN0152	BN0152_chr4_con1	10.1	71342	97713	no_known_similarity	NA	terpene	Terpene
BN0152	BN0152_chr4_con1	10.2	1955705	2064275	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
BN0152	BN0152_chr4_con1	10.3	2072713	2142842	no_known_similarity	NA	NRPS	NRP
BN0152	BN0152_chr4_con1	10.4	2516483	2544370	no_known_similarity	NA	indole	Indole
BN0152	BN0152_chr4_con1	10.5	2689206	2717095	no_known_similarity	NA	indole	Indole
BN0152	BN0152_chr4_con1	10.6	3033504	3097346	choline	100	NRPS-like	NRP
BN0152	BN0152_chr4_con1	10.7	4075604	4107091	no_known_similarity	NA	indole	Indole
BN0152	BN0152_chr4_con1	10.8	5100766	5162778	no_known_similarity	NA	T3PKS	Polyketide
BN0152	BN0152_chr4_con1	10.9	5409195	5505099	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	33	T1PKS	Polyketide
BN0152	BN0152_chr4_con1	10.10	5652975	5718700	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr5_con3	13.1	140131	171277	no_known_similarity	NA	indole	Indole
BN0152	BN0152_chr5_con3	13.2	361908	429019	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr5_con4	14.1	55243	86888	no_known_similarity	NA	indole	Indole
BN0152	BN0152_chr5_con4	14.2	1597943	1629181	no_known_similarity	NA	terpene	Terpene
BN0152	BN0152_chr5_con4	14.3	2765405	2826869	cercosporin	43	T1PKS	Polyketide
BN0152	BN0152_chr5_con4	14.4	2882502	2943241	no_known_similarity	NA	NRPS-like	NRP
BN0152	BN0152_chr5_con4	14.5	3282284	3373278	no_known_similarity	NA	fungal-RiPP-like	Other
BN0152	BN0152_chr5_con4	14.6	3425678	3485527	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr5_con4	14.7	3600522	3667961	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr5_con4	14.8	4294627	4364265	no_known_similarity	NA	NRPS	NRP
BN0152	BN0152_chr6_con1	15.1	1116481	1208506	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr6_con1	15.2	2145117	2198815	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr6_con1	15.3	2339363	2463580	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
BN0152	BN0152_chr6_con1	15.4	3742701	3813360	no_known_similarity	NA	NRPS	NRP
BN0152	BN0152_chr6_con1	15.5	3849796	3915634	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
BN0152	BN0152_chr6_con1	15.6	4052558	4113324	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr6_con1	15.7	4193216	4270976	no_known_similarity	NA	NRPS	NRP
BN0152	BN0152_chr6_con1	15.8	4538342	4629666	no_known_similarity	NA	fungal-RiPP-like	Other
BN0152	BN0152_chr6_con1	15.9	5390168	5457761	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr6_con1	15.10	5675456	5766532	no_known_similarity	NA	fungal-RiPP-like	Other
BN0152	BN0152_chr7_con2	17.1	333588	376005	no_known_similarity	NA	T1PKS	Polyketide
BN0152	BN0152_chr7_con2	17.2	544303	616116	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
EA18	CP091458.1	1.1	38530	64001	no_known_similarity	NA	terpene	Terpene
EA18	CP091458.1	1.2	2143440	2208691	no_known_similarity	NA	NRPS	NRP
EA18	CP091458.1	1.3	4586773	4693917	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
EA18	CP091458.1	1.4	5266367	5299074	clavaric acid	100	terpene	Terpene
EA18	CP091458.1	1.5	5878931	5934363	no_known_similarity	NA	NRPS	NRP
EA18	CP091458.1	1.6	6564230	6646995	no_known_similarity	NA	NRPS	NRP
EA18	CP091458.1	1.7	6704018	6735801	no_known_similarity	NA	indole	Indole
EA18	CP091458.1	1.8	6830313	6908857	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
EA18	CP091458.1	1.9	7988991	8052641	no_known_similarity	NA	NRPS-like	NRP
EA18	CP091459.1	2.1	1286414	1347185	no_known_similarity	NA	T3PKS	Polyketide
EA18	CP091459.1	2.2	1923616	2049701	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
EA18	CP091459.1	2.3	2490161	2556456	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
EA18	CP091459.1	2.4	6931837	6989144	scytalone/T3HN	60	T1PKS	Polyketide
EA18	CP091459.1	2.5	7532151	7594064	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091459.1	2.6	7652451	7721045	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
EA18	CP091459.1	2.7	7785953	7851678	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091460.1	3.1	982999	1074204	no_known_similarity	NA	fungal-RiPP-like	Other
EA18	CP091460.1	3.2	1544614	1612399	epipyriculol	58	T1PKS	Polyketide
EA18	CP091460.1	3.3	5555327	5621317	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
EA18	CP091460.1	3.4	5756023	5817844	tenuazonic acid	75	NRPS	NRP_PKS
EA18	CP091460.1	3.5	6018181	6094616	no_known_similarity	NA	NRPS	NRP
EA18	CP091460.1	3.6	6238194	6301519	no_known_similarity	NA	NRPS-like	NRP
EA18	CP091461.1	4.1	66151	93052	no_known_similarity	NA	terpene	Terpene
EA18	CP091461.1	4.2	1967239	2073068	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
EA18	CP091461.1	4.3	2083438	2148944	no_known_similarity	NA	NRPS	NRP
EA18	CP091461.1	4.4	2459485	2521131	choline	100	NRPS-like	NRP
EA18	CP091461.1	4.5	3444204	3474218	no_known_similarity	NA	indole	Indole
EA18	CP091461.1	4.6	4465894	4527906	no_known_similarity	NA	T3PKS	Polyketide
EA18	CP091461.1	4.7	4888093	5067570	ACE1	88	NRPS,T1PKS	NRP_PKS
EA18	CP091461.1	4.8	5294235	5370533	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
EA18	CP091461.1	4.9	5440113	5508478	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091462.1	5.1	195522	227167	no_known_similarity	NA	indole	Indole
EA18	CP091462.1	5.2	1625959	1655507	no_known_similarity	NA	terpene	Terpene
EA18	CP091462.1	5.3	1761474	1792712	no_known_similarity	NA	terpene	Terpene
EA18	CP091462.1	5.4	3169327	3232126	cercosporin	43	T1PKS	Polyketide
EA18	CP091462.1	5.5	3294243	3354984	no_known_similarity	NA	NRPS-like	NRP
EA18	CP091462.1	5.6	3693939	3784933	no_known_similarity	NA	fungal-RiPP-like	Other
EA18	CP091462.1	5.7	3967768	4035207	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091462.1	5.8	4668734	4740069	no_known_similarity	NA	NRPS	NRP
EA18	CP091463.1	6.1	1059602	1163752	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091463.1	6.2	2133519	2188290	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091463.1	6.3	2845269	2931497	no_known_similarity	NA	fungal-RiPP-like	Other
EA18	CP091463.1	6.4	3084629	3159567	no_known_similarity	NA	NRPS	NRP
EA18	CP091463.1	6.5	3373047	3436431	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091463.1	6.6	3604421	3668543	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
EA18	CP091463.1	6.7	3704500	3775600	no_known_similarity	NA	NRPS	NRP
EA18	CP091463.1	6.8	5065241	5197318	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
EA18	CP091463.1	6.9	5394622	5462233	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091463.1	6.10	5665573	5756650	no_known_similarity	NA	fungal-RiPP-like	Other
EA18	CP091464.1	7.1	357640	450752	no_known_similarity	NA	fungal-RiPP-like	Other
EA18	CP091464.1	7.2	2332294	2393020	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091464.1	7.3	2937299	2992957	no_known_similarity	NA	NRPS-like	NRP
EA18	CP091464.1	7.4	4009450	4067436	no_known_similarity	NA	T1PKS	Polyketide
EA18	CP091464.1	7.5	4313915	4385728	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
EG12	EG12_chr1_con2	2.1	127143	157379	no_known_similarity	NA	terpene	Terpene
EG12	EG12_chr1_con2	2.2	1562903	1637016	no_known_similarity	NA	NRPS,NRPS-like	NRP
